attack,level,dt_level,mal_nodes,method,seed,polluted_acc,polluted_f1,clean_acc,clean_f1,w_mal
dt_logit_scale,,D0,3,weighted_nogate,0,0.8093684315681458,0.7997376648860787,0.8165360689163208,0.8067793633023467,0.058707259304589296
dt_logit_scale,,D0,3,weighted_nogate,1,0.7991144061088562,0.7570779438099445,0.8017917275428772,0.7573509780140955,0.1222674397812946
dt_logit_scale,,D0,3,weighted_nogate,2,0.8028431534767151,0.7655700037966934,0.8061777353286743,0.7662908669470978,0.11952730040174601
dt_logit_scale,,D0,3,weighted_nogate,3,0.8049405813217163,0.7665552102060741,0.8122434020042419,0.7735837738872369,0.0842542907789224
dt_logit_scale,,D0,3,weighted_nogate,4,0.8126310706138611,0.7876793666496749,0.8129899501800537,0.7864138156231413,0.062002915431893985
dt_logit_scale,,D0,5,weighted_full,0,0.8107666969299316,0.7757806221702956,0.8107503056526184,0.7718680742814195,0.06819877588116578
dt_logit_scale,,D0,5,weighted_full,1,0.8096014857292175,0.7984343439303991,0.812523365020752,0.8012981200764815,0.06133637729684001
dt_logit_scale,,D0,5,weighted_full,2,0.8007457256317139,0.7617502062631054,0.8065509796142578,0.76524543872343,0.12322008590913947
dt_logit_scale,,D0,5,weighted_full,3,0.7986483573913574,0.7550099914354271,0.8063643574714661,0.7618487291252124,0.12335952954241694
dt_logit_scale,,D0,5,weighted_full,4,0.8112328052520752,0.7964329690837794,0.8168160319328308,0.80167367910244,0.08887818393422192
dt_logit_scale,,D0,5,weighted_r4only,0,0.750640869140625,0.6710195208488201,0.7597984671592712,0.6803666166783924,0.13089689700515292
dt_logit_scale,,D0,5,weighted_r4only,1,0.7930552363395691,0.7492795024969754,0.7935796976089478,0.7470501157615979,0.09183312421992769
dt_logit_scale,,D0,5,weighted_r4only,2,0.7828012108802795,0.7287834299592337,0.7868608236312866,0.7305731258176728,0.11272812705339175
dt_logit_scale,,D0,5,weighted_r4only,3,0.7809368371963501,0.7260277508343035,0.7888205051422119,0.7333089337013513,0.13267625345322295
dt_logit_scale,,D0,5,weighted_r4only,4,0.7939873933792114,0.7419448149818442,0.7983389496803284,0.7446135546899895,0.12987693374905984
dt_logit_scale,,D0,5,weighted_r2only,0,0.6548590064048767,0.4636628894461049,0.6645203828811646,0.47402494338848333,0.500017293744518
dt_logit_scale,,D0,5,weighted_r2only,1,0.6443719267845154,0.39186507936484094,0.649776041507721,0.3938571186150674,0.4999516159306009
dt_logit_scale,,D0,5,weighted_r2only,2,0.7427173256874084,0.6546376149754156,0.7531728744506836,0.6657225249356316,0.49995078311847346
dt_logit_scale,,D0,5,weighted_r2only,3,0.6860871315002441,0.533886993919237,0.698021650314331,0.5475357493582809,0.5000327251834727
dt_logit_scale,,D0,5,weighted_r2only,4,0.7751107215881348,0.7104304317711754,0.7779022455215454,0.7115349117664109,0.499898302465505
dt_logit_scale,,D0,5,weighted_nogate,0,0.8121650218963623,0.7778242444513874,0.8114035129547119,0.7728872644011129,0.0939883864911575
dt_logit_scale,,D0,5,weighted_nogate,1,0.8054066896438599,0.7928110032327149,0.8104703426361084,0.7977745571031489,0.06410313710439441
dt_logit_scale,,D0,5,weighted_nogate,2,0.7958517670631409,0.7840033153555022,0.8073908686637878,0.7960017425299966,0.08002159159132509
dt_logit_scale,,D0,5,weighted_nogate,3,0.796783983707428,0.7513035164898112,0.803658127784729,0.7579181137125706,0.12037522984889434
dt_logit_scale,,D0,5,weighted_nogate,4,0.8154276609420776,0.7825272986956204,0.8186823725700378,0.7839418539135803,0.10057898364068138
