attack,level,dt_level,mal_nodes,is_malicious,method,node_id,R2_m,R3_m,R4_m,Rep_m,pi_m,KL_q_p_m,passed_gate_m,R2_s,R3_s,R4_s,Rep_s,pi_s,KL_q_p_s,passed_gate_s,count
stealth_amp,,D0,3,1,weighted,2,0.731058578630005,1.0,0.0001543772068787307,1.0521848933490395e-08,1.0521848933490395e-08,9.594820404052735,0.0,1.1102230246251565e-16,0.0,0.00014702002012931313,1.0257659303574443e-08,1.0257659303574443e-08,1.575455299423097,0.0,10
stealth_amp,,D0,5,0,weighted,5,0.731058578630005,1.0,0.715072607964331,80.36529849756079,80.36529849756079,0.33593364953994753,0.5,1.1102230246251565e-16,0.0,0.02391185455805794,38.61019209283542,38.61019209283542,0.03359259146286297,0.5,10
stealth_amp,,D0,5,0,weighted,6,0.731058578630005,1.0,0.7198304721335457,80.46767826651926,80.46767826651926,0.328834792971611,0.5,1.1102230246251565e-16,0.0,0.009890827815311743,15.54270453919646,15.54270453919646,0.013832411010319507,0.5,10
stealth_amp,,D0,5,0,weighted,7,0.731058578630005,1.0,0.7136353523146318,71.32612186199272,71.32612186199272,0.3375143319368362,0.5,1.1102230246251565e-16,0.0,0.011520828895950198,16.294734177557476,16.294734177557476,0.01622382858064092,0.5,10
stealth_amp,,D0,5,0,weighted,8,0.731058578630005,1.0,0.7214794665498581,87.07377431139169,87.07377431139169,0.3267179042100906,0.5,1.1102230246251565e-16,0.0,0.016751438374958755,33.95838706727273,33.95838706727273,0.02302440169866283,0.5,10
stealth_amp,,D0,5,0,weighted,9,0.731058578630005,1.0,0.7222017408731889,85.64418641045742,85.64418641045742,0.3255989164113998,0.5,1.1102230246251565e-16,0.0,0.012431313541585807,22.578613505408864,22.578613505408864,0.01721451460240391,0.5,10
stealth_amp,,D0,5,1,weighted,0,0.731058578630005,1.0,0.0002023513648200498,1.3810185768578628e-08,1.3810185768578628e-08,9.313261270523071,0.0,1.1102230246251565e-16,0.0,0.00018887694251672215,1.3202175858206044e-08,1.3202175858206044e-08,1.5780481698737212,0.0,10
stealth_amp,,D0,5,1,weighted,1,0.731058578630005,1.0,0.0006281970104294995,4.3328526809774315e-08,4.3328526809774315e-08,7.734742069244385,0.0,1.1102230246251565e-16,0.0,0.000407319879141821,2.920029283432211e-08,2.920029283432211e-08,0.9768888316982579,0.0,10
stealth_amp,,D0,5,1,weighted,2,0.731058578630005,1.0,0.00040825269278926547,2.862433191516331e-08,2.862433191516331e-08,9.402448987960815,0.0,1.1102230246251565e-16,0.0,0.0007249061023467383,5.173585056769345e-08,5.173585056769345e-08,1.6683847438408406,0.0,10
stealth_amp,,D0,5,1,weighted,3,0.731058578630005,1.0,0.0005009023166331868,3.455765845999529e-08,3.455765845999529e-08,8.177957344055176,0.0,1.1102230246251565e-16,0.0,0.00045529495161012086,3.227113053234486e-08,3.227113053234486e-08,1.157783829777349,0.0,10
stealth_amp,,D0,5,1,weighted,4,0.731058578630005,1.0,0.0004995025609931072,3.4539373377617564e-08,3.4539373377617564e-08,8.109483861923218,0.0,1.1102230246251565e-16,0.0,0.0005071966539210028,3.6145639352385207e-08,3.6145639352385207e-08,0.9988608903426245,0.0,10
